ID,final_label
2703,trung tính
2704,tích cực
2705,trung tính
2706,tiêu cực
2707,trung tính
2708,trung tính
2709,tích cực
2710,trung tính
2711,tích cực
2712,trung tính
2713,tiêu cực
2714,tích cực
2715,trung tính
2716,tích cực
2717,trung tính
2718,tiêu cực
2719,tiêu cực
2720,tích cực
2721,trung tính
2723,trung tính
2724,trung tính
2725,trung tính
2726,tích cực
2727,tích cực
2728,trung tính
2729,trung tính
2730,trung tính
2731,tiêu cực
2732,trung tính
2733,trung tính
2734,trung tính
2735,trung tính
2737,trung tính
2738,trung tính
2739,tiêu cực
2740,tích cực
2741,trung tính
2742,tiêu cực
2743,trung tính
2744,tích cực
2745,trung tính
2746,tiêu cực
2747,trung tính
2748,trung tính
2749,tích cực
2750,tích cực
2751,trung tính
2752,tích cực
2753,tiêu cực
2754,trung tính
2755,trung tính
2756,tiêu cực
2757,trung tính
2758,tiêu cực
2759,tích cực
2760,trung tính
2761,tích cực
2762,trung tính
2763,trung tính
2764,trung tính
2765,trung tính
2766,tiêu cực
2767,trung tính
2768,tiêu cực
2769,tích cực
2770,trung tính
2771,tích cực
2772,trung tính
2773,trung tính
2774,trung tính
2775,tích cực
2776,tích cực
2777,tích cực
2779,tích cực
2780,trung tính
2781,tiêu cực
2782,trung tính
2783,trung tính
2784,trung tính
2785,trung tính
2786,trung tính
2787,trung tính
2788,trung tính
2789,trung tính
2790,trung tính
2791,trung tính
2792,tích cực
2793,trung tính
2794,trung tính
2795,trung tính
2796,trung tính
2797,trung tính
2798,trung tính
2799,tiêu cực
2800,trung tính
2801,trung tính
2802,tiêu cực
2803,trung tính
2804,trung tính
2805,trung tính
2806,tích cực
2807,trung tính
2808,tích cực
2809,trung tính
2810,trung tính
2811,trung tính
2812,trung tính
2813,tích cực
2814,trung tính
2815,trung tính
2816,trung tính
2817,trung tính
2818,trung tính
2819,tích cực
2820,tích cực
2821,tiêu cực
2822,trung tính
2823,trung tính
2824,tích cực
2825,tích cực
2826,trung tính
2827,tích cực
2828,trung tính
2829,tích cực
2830,tích cực
2831,tích cực
2832,trung tính
2833,tích cực
2834,trung tính
2835,trung tính
2836,trung tính
2837,trung tính
2838,tích cực
2839,tiêu cực
2840,trung tính
2841,tích cực
2842,tích cực
2843,tiêu cực
2844,tích cực
2845,tiêu cực
2846,tiêu cực
2847,tích cực
2848,trung tính
2849,trung tính
2850,trung tính
2851,trung tính
2852,tích cực
2853,trung tính
2854,trung tính
2855,trung tính
2856,tiêu cực
2857,trung tính
2858,tích cực
2859,trung tính
2860,trung tính
2861,trung tính
2862,trung tính
2863,trung tính
2864,trung tính
2865,trung tính
2866,trung tính
2867,trung tính
2868,trung tính
2870,tích cực
2871,tiêu cực
2872,tích cực
2873,tích cực
2874,tích cực
2875,trung tính
2876,trung tính
2877,trung tính
2878,tích cực
2879,tích cực
2880,tiêu cực
2881,trung tính
2882,tích cực
2884,tiêu cực
2885,trung tính
2886,tích cực
2888,trung tính
2889,trung tính
2890,trung tính
2891,trung tính
2892,tích cực
2893,tích cực
2894,trung tính
2895,tích cực
2896,trung tính
2897,trung tính
2898,trung tính
2899,tiêu cực
2900,trung tính
2901,trung tính
2902,trung tính
2903,trung tính
2904,tích cực
2905,trung tính
2906,tích cực
2907,trung tính
2908,tiêu cực
2909,trung tính
2910,tích cực
2911,trung tính
2912,tích cực
2913,tiêu cực
2914,tiêu cực
2915,trung tính
2916,trung tính
2917,tích cực
2918,trung tính
2919,tích cực
2920,tích cực
2921,trung tính
2922,trung tính
2923,tiêu cực
2924,tích cực
2925,tiêu cực
2928,trung tính
2929,trung tính
2930,trung tính
2931,trung tính
2932,trung tính
2933,trung tính
2934,trung tính
2935,trung tính
2936,trung tính
2937,trung tính
2938,tích cực
2939,tích cực
2940,trung tính
2941,trung tính
2942,tiêu cực
2943,trung tính
2944,trung tính
2945,trung tính
2946,trung tính
2947,tích cực
2948,trung tính
2949,trung tính
2950,trung tính
2951,trung tính
2952,trung tính
2953,trung tính
2955,tích cực
2956,tích cực
2957,tích cực
2958,trung tính
2960,trung tính
2961,trung tính
2962,trung tính
2963,tích cực
2964,tiêu cực
2965,trung tính
2966,trung tính
2967,tích cực
2968,tích cực
2969,tiêu cực
2970,trung tính
2971,trung tính
2972,trung tính
2974,trung tính
2975,tích cực
2976,trung tính
2977,trung tính
2978,trung tính
2979,tích cực
2980,tích cực
2981,trung tính
2982,trung tính
2983,tích cực
2984,trung tính
2985,tích cực
2986,trung tính
2987,tiêu cực
2988,trung tính
2989,trung tính
2990,tiêu cực
2991,tích cực
2992,trung tính
2993,trung tính
2994,tích cực
2995,trung tính
2996,trung tính
2997,trung tính
2998,tiêu cực
2999,trung tính
3000,tích cực
3001,tích cực
3002,tích cực
3003,tiêu cực
3004,tích cực
3005,tích cực
3006,tiêu cực
3007,trung tính
3008,tích cực
3009,tích cực
3010,trung tính
3011,tiêu cực
3012,trung tính
3013,tích cực
3014,tích cực
3015,tích cực
3016,trung tính
3018,trung tính
3020,trung tính
3021,tích cực
3022,tích cực
3023,trung tính
3024,tích cực
3025,trung tính
3026,tiêu cực
3027,tích cực
3028,trung tính
3029,tích cực
3030,trung tính
3031,trung tính
3032,trung tính
3033,tích cực
3034,tiêu cực
3035,tích cực
3036,trung tính
3037,trung tính
3038,tích cực
3039,tiêu cực
3040,tích cực
3041,trung tính
3042,trung tính
3043,trung tính
3044,trung tính
3045,trung tính
3046,tích cực
3047,trung tính
3048,trung tính
3049,trung tính
3050,trung tính
3051,tích cực
3052,tiêu cực
3053,tích cực
3054,tiêu cực
3055,tích cực
3057,trung tính
3058,trung tính
3059,trung tính
3060,tiêu cực
3061,tiêu cực
3062,trung tính
3063,trung tính
3064,tích cực
3065,trung tính
3066,tiêu cực
3067,tích cực
3068,tiêu cực
3070,trung tính
3071,trung tính
3072,tiêu cực
3073,tiêu cực
3074,tích cực
3075,tích cực
3076,tích cực
3077,trung tính
3079,tích cực
3080,trung tính
3081,trung tính
3082,tiêu cực
3083,trung tính
3084,trung tính
3085,tiêu cực
3086,tích cực
3087,tích cực
3088,trung tính
3089,tiêu cực
3090,tiêu cực
3091,tích cực
3092,tích cực
3093,tích cực
3094,trung tính
3095,tích cực
3096,tích cực
3097,trung tính
3098,trung tính
3099,trung tính
3100,tích cực
3101,tiêu cực
3102,trung tính
3104,trung tính
3105,trung tính
3106,tích cực
3107,trung tính
3108,tích cực
3109,tiêu cực
3110,trung tính
3111,trung tính
3112,trung tính
3113,trung tính
3114,tích cực
3115,trung tính
3116,trung tính
3117,tiêu cực
3118,trung tính
3119,tích cực
3120,tiêu cực
3121,tích cực
3122,tích cực
3123,tích cực
3124,tích cực
3125,tích cực
3127,trung tính
3128,tích cực
3129,trung tính
3130,tích cực
3131,tích cực
3132,trung tính
3133,tích cực
3134,tiêu cực
3135,tiêu cực
3136,trung tính
3137,trung tính
3138,trung tính
3139,tích cực
3140,trung tính
3141,tiêu cực
3142,trung tính
3143,trung tính
3144,trung tính
3145,trung tính
3146,trung tính
3147,tích cực
3148,tích cực
3149,trung tính
3151,tích cực
3152,tích cực
3153,tiêu cực
3154,tiêu cực
3155,tiêu cực
3156,tích cực
3157,tiêu cực
3158,tích cực
3159,tích cực
3160,trung tính
3161,trung tính
3162,trung tính
3163,tích cực
3164,tiêu cực
3165,trung tính
3167,trung tính
3168,tích cực
3169,tích cực
3170,trung tính
3171,trung tính
3172,tích cực
3173,trung tính
3174,trung tính
3175,trung tính
3176,trung tính
3178,tích cực
3179,trung tính
3180,trung tính
3181,trung tính
3182,tích cực
3183,trung tính
3184,trung tính
3185,trung tính
3186,trung tính
3187,tích cực
3188,trung tính
3189,tích cực
3190,tích cực
3191,tích cực
3192,tiêu cực
3193,trung tính
3194,tích cực
3195,tích cực
3196,trung tính
3197,trung tính
3198,trung tính
3199,trung tính
3200,trung tính
3201,trung tính
3202,trung tính
3203,tiêu cực
3205,trung tính
3206,tích cực
3207,trung tính
3208,trung tính
3210,trung tính
3211,trung tính
3212,trung tính
3213,tích cực
3214,tích cực
3215,trung tính
3216,tiêu cực
3217,trung tính
3218,tích cực
3219,tích cực
3220,trung tính
3221,trung tính
3222,tiêu cực
3223,trung tính
3224,tích cực
3225,tích cực
3226,trung tính
3227,trung tính
3228,trung tính
3229,tiêu cực
3230,tiêu cực
3231,tích cực
3232,tích cực
3233,trung tính
3234,tích cực
3235,trung tính
3236,trung tính
3237,tích cực
3238,tiêu cực
3239,tích cực
3240,trung tính
3241,tích cực
3242,trung tính
3243,tích cực
3244,tích cực
3245,tiêu cực
3246,trung tính
3247,trung tính
3248,tiêu cực
3249,tích cực
3250,trung tính
3251,tiêu cực
3252,trung tính
3253,trung tính
3254,trung tính
3255,trung tính
3256,tích cực
3257,tích cực
3258,trung tính
3259,tích cực
3260,trung tính
3261,trung tính
3262,tích cực
3263,trung tính
3264,trung tính
3265,trung tính
3266,tích cực
3267,trung tính
3268,tích cực
3269,trung tính
3270,tích cực
3271,trung tính
3272,trung tính
3273,trung tính
3274,tiêu cực
3275,trung tính
3276,trung tính
3277,tiêu cực
3278,tích cực
3279,tích cực
3280,trung tính
3281,trung tính
3282,trung tính
3283,tiêu cực
3284,trung tính
3285,tích cực
3286,trung tính
3287,trung tính
3288,tích cực
3289,trung tính
3290,trung tính
3291,trung tính
3292,trung tính
3293,trung tính
3294,trung tính
3295,trung tính
3296,tiêu cực
3297,trung tính
3298,tích cực
3299,tích cực
3300,trung tính
3301,tích cực
3303,tích cực
3304,tích cực
3305,tích cực
3306,trung tính
3307,tích cực
3308,trung tính
3309,tích cực
3310,trung tính
3311,tích cực
3312,tích cực
3313,tiêu cực
3314,trung tính
3315,trung tính
3316,trung tính
3317,trung tính
3319,trung tính
3320,tích cực
3321,tiêu cực
3322,trung tính
3323,tích cực
3324,tích cực
3325,trung tính
3326,trung tính
3327,trung tính
3328,tiêu cực
3329,trung tính
3330,trung tính
3331,trung tính
3332,tích cực
3333,tích cực
3334,trung tính
3335,trung tính
3336,trung tính
3337,tích cực
3338,tích cực
3339,tích cực
3340,trung tính
3341,tiêu cực
3342,tích cực
3343,tích cực
3344,trung tính
3345,trung tính
3346,tiêu cực
3347,trung tính
3348,trung tính
3349,trung tính
3350,trung tính
3351,tích cực
3352,trung tính
3353,trung tính
3354,tích cực
3355,tiêu cực
3356,tích cực
3357,tích cực
3358,tích cực
3359,tích cực
3360,tích cực
3361,tiêu cực
3362,trung tính
3363,tích cực
3364,tích cực
3365,trung tính
3366,tiêu cực
3367,tích cực
3368,trung tính
3369,trung tính
3370,trung tính
3371,trung tính
3372,trung tính
3373,trung tính
3374,trung tính
3375,trung tính
3376,trung tính
3377,tích cực
3378,tiêu cực
3379,trung tính
3380,trung tính
3381,trung tính
3382,trung tính
3383,trung tính
3384,trung tính
3385,tích cực
3386,trung tính
3387,trung tính
3388,trung tính
3389,trung tính
3390,trung tính
3391,trung tính
3392,tích cực
3393,tiêu cực
3394,tích cực
3395,trung tính
3397,trung tính
3398,trung tính
3399,tích cực
3400,tiêu cực
3401,tích cực
3402,tiêu cực
3403,trung tính
3404,trung tính
3405,trung tính
3406,trung tính
3407,trung tính
3408,trung tính
3409,trung tính
3410,trung tính
3411,tiêu cực
3412,trung tính
3413,tích cực
3414,trung tính
3415,trung tính
3416,trung tính
3417,trung tính
3418,trung tính
3419,trung tính
3420,trung tính
3421,tích cực
3422,trung tính
3423,trung tính
3424,trung tính
3425,trung tính
3426,trung tính
3427,tích cực
3428,trung tính
3429,trung tính
3430,trung tính
3431,trung tính
3432,trung tính
3433,tích cực
3434,tích cực
3435,tiêu cực
3436,trung tính
3437,tích cực
3438,trung tính
3439,trung tính
3440,trung tính
3441,tích cực
3442,tích cực
3443,tích cực
3444,trung tính
3445,trung tính
3446,tiêu cực
3447,trung tính
3448,tích cực
3449,trung tính
3450,tích cực
3451,trung tính
3452,tích cực
3453,trung tính
3455,tiêu cực
3456,tiêu cực
3457,tiêu cực
3458,tiêu cực
3459,trung tính
3460,trung tính
3461,tích cực
3462,trung tính
3463,tích cực
3464,trung tính
3465,trung tính
3466,tích cực
3467,tích cực
3468,tích cực
3469,trung tính
3470,trung tính
3471,tích cực
3472,tích cực
3473,tiêu cực
3474,trung tính
3475,trung tính
3476,trung tính
3477,trung tính
3478,tích cực
3479,trung tính
3480,tích cực
3481,trung tính
3482,tiêu cực
3483,trung tính
3484,trung tính
3485,tiêu cực
3486,trung tính
3487,trung tính
3488,trung tính
3489,tích cực
3490,trung tính
3491,tích cực
3492,tích cực
3493,tích cực
3494,trung tính
3495,trung tính
3496,tích cực
3497,tích cực
3498,trung tính
3499,trung tính
3500,trung tính
3501,trung tính
3502,tích cực
3503,trung tính
3504,tích cực
3505,trung tính
3506,trung tính
3507,trung tính
3509,trung tính
3510,tích cực
3511,trung tính
3512,tích cực
3513,trung tính
3514,trung tính
3515,trung tính
3516,trung tính
3517,trung tính
3518,tiêu cực
3519,trung tính
3520,trung tính
3521,trung tính
3522,trung tính
3523,trung tính
3524,trung tính
3526,tiêu cực
3527,tích cực
3528,trung tính
3529,trung tính
3530,tích cực
3531,tích cực
3532,trung tính
3533,tích cực
3535,trung tính
3536,tích cực
3537,tiêu cực
3538,trung tính
3539,tiêu cực
3540,trung tính
3541,trung tính
3543,trung tính
3544,trung tính
3545,trung tính
3546,tích cực
3547,tích cực
3548,tích cực
3549,trung tính
3550,trung tính
3551,tích cực
3552,trung tính
3553,tiêu cực
3554,tích cực
3555,trung tính
3556,trung tính
3557,trung tính
3558,tiêu cực
3559,trung tính
3560,tích cực
3561,trung tính
3562,trung tính
3563,trung tính
3564,trung tính
3565,tích cực
3566,tiêu cực
3567,tích cực
3568,tích cực
3569,trung tính
3570,trung tính
3571,tích cực
3572,trung tính
3573,trung tính
3574,trung tính
3575,tích cực
3576,trung tính
3577,trung tính
3578,trung tính
3579,trung tính
3580,trung tính
3581,trung tính
3582,trung tính
3583,tích cực
3584,tích cực
3585,trung tính
3586,tích cực
3587,trung tính
3588,tích cực
3589,tích cực
3590,trung tính
3591,trung tính
3592,trung tính
3593,tiêu cực
3594,tích cực
3595,tích cực
3596,trung tính
3597,trung tính
3598,tích cực
3599,tích cực
3600,tích cực
3601,trung tính
3602,tiêu cực
3603,tiêu cực
3604,trung tính
3605,trung tính
3606,trung tính
3607,trung tính
3608,trung tính
3609,tích cực
3610,trung tính
3611,tích cực
3612,trung tính
3613,trung tính
3614,trung tính
3615,tiêu cực
3616,trung tính
3617,tích cực
3618,tích cực
3619,tích cực
3620,tiêu cực
3621,trung tính
3622,trung tính
3623,trung tính
3624,trung tính
3625,tích cực
3626,trung tính
3627,tích cực
3628,tiêu cực
3629,trung tính
3630,trung tính
3632,tiêu cực
3633,tích cực
3634,tiêu cực
3635,tích cực
3636,trung tính
3637,trung tính
3638,trung tính
3639,trung tính
3640,trung tính
3642,trung tính
3643,tích cực
3644,tích cực
3645,tích cực
3646,trung tính
3647,tích cực
3648,tích cực
3649,tích cực
3650,trung tính
3651,trung tính
3652,trung tính
3653,tiêu cực
3654,trung tính
3655,trung tính
3656,tích cực
3657,trung tính
3658,tích cực
3659,tích cực
3660,tích cực
3661,tích cực
3662,tích cực
3663,trung tính
3664,trung tính
3665,trung tính
3666,trung tính
3667,tích cực
3668,trung tính
3669,trung tính
3670,tích cực
3671,trung tính
3672,trung tính
3673,trung tính
3674,trung tính
3675,trung tính
3676,trung tính
3677,trung tính
3678,trung tính
3679,trung tính
3680,trung tính
3681,trung tính
3682,tích cực
3683,tích cực
3684,trung tính
3685,tích cực
3686,tích cực
3687,trung tính
3688,tích cực
3689,tích cực
3690,trung tính
3691,trung tính
3692,tích cực
3693,tích cực
3694,trung tính
3695,trung tính
3696,trung tính
3697,tích cực
3698,trung tính
3699,trung tính
3700,tích cực
3701,tiêu cực
3702,trung tính
3703,tích cực
3704,trung tính
3705,trung tính
3706,trung tính
3707,trung tính
3708,tích cực
3709,tích cực
3710,trung tính
3711,trung tính
3712,tích cực
3713,trung tính
3714,trung tính
3715,trung tính
3716,tích cực
3717,trung tính
3718,trung tính
3719,trung tính
3720,trung tính
3721,trung tính
3723,trung tính
3724,trung tính
3725,trung tính
3726,tích cực
3727,tích cực
3728,tích cực
3729,tích cực
3730,tiêu cực
3731,tích cực
3732,tích cực
3733,trung tính
3734,trung tính
3735,trung tính
3736,tiêu cực
3738,trung tính
3739,tiêu cực
3740,trung tính
3741,trung tính
3743,trung tính
3744,trung tính
3745,tích cực
3746,tích cực
3747,trung tính
3748,trung tính
3749,trung tính
3750,tích cực
3751,trung tính
3752,trung tính
3753,tiêu cực
3754,trung tính
3755,trung tính
3756,tích cực
3758,trung tính
3759,trung tính
3760,tích cực
3761,tích cực
3762,trung tính
3763,trung tính
3765,tích cực
3767,tích cực
3768,trung tính
3770,tích cực
3771,trung tính
3773,trung tính
3774,trung tính
3777,trung tính
3778,tích cực
3779,trung tính
3780,tích cực
3781,trung tính
3782,trung tính
3783,tích cực
3784,trung tính
3785,trung tính
3786,tích cực
3787,tích cực
3789,tích cực
3791,trung tính
3793,tích cực
3794,tích cực
3795,tích cực
3796,tích cực
3798,tích cực
3799,trung tính
3800,tích cực
3801,trung tính
3802,trung tính
3803,tích cực
3804,trung tính
3806,trung tính
3807,trung tính
3808,trung tính
3809,trung tính
3810,trung tính
3811,tích cực
3812,trung tính
3813,trung tính
3816,trung tính
3817,trung tính
3818,tích cực
3820,trung tính
3821,trung tính
3822,trung tính
3823,trung tính
3825,trung tính
3826,tích cực
3827,trung tính
3828,tích cực
3830,trung tính
3831,trung tính
3832,trung tính
3833,trung tính
3835,trung tính
3836,trung tính
3838,tích cực
3839,tích cực
3840,tích cực
3841,trung tính
3842,tích cực
3843,tích cực
3844,trung tính
3846,trung tính
3847,trung tính
3848,tích cực
3849,trung tính
3850,tích cực
3851,tích cực
3852,trung tính
3854,tích cực
3855,tích cực
3856,trung tính
3857,tích cực
3858,tích cực
3859,trung tính
3860,trung tính
3862,tích cực
3863,trung tính
3864,trung tính
3865,tích cực
3867,trung tính
3868,tích cực
3869,trung tính
3871,trung tính
3873,trung tính
3874,tích cực
3875,trung tính
3876,trung tính
3878,trung tính
3879,tích cực
3880,tích cực
3881,trung tính
3882,trung tính
3883,tích cực
3884,tích cực
3885,trung tính
3887,trung tính
3888,tích cực
3889,trung tính
3890,tích cực
3891,trung tính
3892,tích cực
3893,tích cực
3894,trung tính
3895,trung tính
3896,trung tính
3897,tích cực
3898,tích cực
3901,tiêu cực
3902,tích cực
3903,tích cực
3904,trung tính
3905,trung tính
3906,tích cực
3907,tích cực
3908,trung tính
3909,tích cực
3910,trung tính
3911,trung tính
3912,trung tính
3913,tích cực
3914,tích cực
3915,trung tính
3916,trung tính
3917,tích cực
3918,trung tính
3919,tích cực
3920,trung tính
3921,trung tính
3922,tích cực
3924,trung tính
3925,trung tính
3928,trung tính
3929,trung tính
3930,tích cực
3931,tích cực
3932,tích cực
3933,tích cực
3934,tích cực
3935,trung tính
3936,trung tính
3937,tích cực
3938,tích cực
3939,tích cực
3940,trung tính
3942,tích cực
3943,tích cực
3944,trung tính
3945,tích cực
3946,tích cực
3947,trung tính
3951,trung tính
3952,trung tính
3953,trung tính
3954,trung tính
3956,trung tính
3957,tích cực
3958,trung tính
3959,tích cực
3960,trung tính
3961,trung tính
3962,tích cực
3964,tích cực
3965,trung tính
3966,trung tính
3967,tích cực
3968,tích cực
3970,tích cực
3971,trung tính
3972,trung tính
3973,tích cực
3976,tích cực
3977,tích cực
3978,trung tính
3979,trung tính
3980,trung tính
3981,tích cực
3982,tích cực
3983,trung tính
3984,tích cực
3985,trung tính
3987,trung tính
3988,tiêu cực
3990,tích cực
3991,tích cực
3992,trung tính
3993,trung tính
3994,tích cực
3996,trung tính
3997,trung tính
3998,trung tính
3999,trung tính
4000,tích cực
4001,tích cực
4002,trung tính
4003,tích cực
4004,trung tính
4005,trung tính
4006,trung tính
4007,trung tính
4008,trung tính
4009,trung tính
4011,tích cực
4012,tích cực
4013,trung tính
4014,tích cực
4015,trung tính
4016,trung tính
4019,tích cực
4020,trung tính
4021,trung tính
4023,tích cực
4024,tích cực
4025,trung tính
4027,tích cực
4028,trung tính
4029,tích cực
4030,tích cực
4031,trung tính
4032,trung tính
4033,trung tính
4034,tích cực
4035,trung tính
4036,tích cực
4037,trung tính
4038,tích cực
4040,tích cực
4041,tích cực
4042,trung tính
4044,trung tính
4045,trung tính
4046,trung tính
4047,tích cực
4048,tích cực
4049,trung tính
4051,tích cực
4052,trung tính
4053,tích cực
4054,tích cực
4055,tích cực
4056,trung tính
4057,trung tính
4058,trung tính
4059,tích cực
4061,tích cực
4062,trung tính
4063,tích cực
4064,trung tính
4065,tích cực
4066,tích cực
4067,tích cực
4068,tích cực
4070,tiêu cực
4072,tích cực
4074,tích cực
4075,tích cực
4076,tích cực
4077,tích cực
4078,tích cực
4079,tích cực
4081,trung tính
4082,trung tính
4083,tích cực
4084,trung tính
4085,tích cực
4086,tích cực
4088,tích cực
4089,tích cực
4090,tích cực
4092,trung tính
4093,tích cực
4094,trung tính
4095,trung tính
4097,trung tính
4098,tích cực
4099,trung tính
4100,trung tính
4102,tích cực
4103,tích cực
4104,trung tính
4105,trung tính
4108,trung tính
4109,trung tính
4111,trung tính
4112,tích cực
4113,tích cực
4114,tích cực
4115,trung tính
4116,trung tính
4117,tích cực
4118,tích cực
4119,trung tính
4122,tích cực
4123,trung tính
4124,tích cực
4125,tích cực
4126,trung tính
4127,trung tính
4129,trung tính
4130,tích cực
4131,trung tính
4132,trung tính
4134,trung tính
4135,trung tính
4136,trung tính
4137,trung tính
4138,tích cực
4139,trung tính
4140,trung tính
4141,tích cực
4142,trung tính
4143,tích cực
4144,tích cực
4145,tích cực
4146,tích cực
4147,tích cực
4148,tích cực
4149,trung tính
4150,trung tính
4152,tích cực
4153,tích cực
4154,tích cực
4155,tích cực
4156,trung tính
4157,trung tính
4158,trung tính
4159,trung tính
4160,trung tính
4161,trung tính
4162,tích cực
4165,tích cực
4166,trung tính
4167,tích cực
4168,trung tính
4169,trung tính
4170,tích cực
4172,trung tính
4173,trung tính
4174,trung tính
4175,trung tính
4177,tiêu cực
4179,tích cực
4180,tích cực
4181,tích cực
4182,tích cực
4183,trung tính
4185,trung tính
4186,tích cực
4187,tích cực
4188,tích cực
4189,trung tính
4191,tích cực
4192,trung tính
4193,trung tính
4194,trung tính
4195,tích cực
4196,trung tính
4197,trung tính
4198,tích cực
4199,trung tính
4200,trung tính
4202,trung tính
4204,trung tính
4205,trung tính
4206,trung tính
4207,trung tính
4208,tích cực
4210,trung tính
4211,tích cực
4212,tích cực
4213,trung tính
4214,trung tính
4215,tích cực
4216,tích cực
4217,tích cực
4218,trung tính
4219,trung tính
4220,tích cực
4222,trung tính
4224,trung tính
4228,tích cực
4229,tích cực
4230,tích cực
4232,tích cực
4233,tích cực
4234,trung tính
4236,trung tính
4237,tích cực
4238,trung tính
4239,trung tính
4240,tích cực
4241,trung tính
4242,tích cực
4243,tích cực
4244,trung tính
4245,tích cực
4246,trung tính
4247,tích cực
4248,trung tính
4249,trung tính
4250,tích cực
4251,tích cực
4252,trung tính
4253,trung tính
4254,trung tính
4260,tích cực
4261,trung tính
4264,tích cực
4265,tích cực
4266,tích cực
4267,trung tính
4268,trung tính
4269,tích cực
4272,tích cực
4274,trung tính
4277,tích cực
4278,trung tính
4282,tích cực
4283,trung tính
4284,trung tính
4286,trung tính
4290,trung tính
4292,trung tính
4293,tích cực
4295,tích cực
4301,trung tính
4302,trung tính
4303,trung tính
4304,tích cực
4306,tích cực
4308,trung tính
4309,tích cực
4310,trung tính
4312,trung tính
4313,tích cực
4317,trung tính
4318,tích cực
4321,trung tính
4322,trung tính
4325,tích cực
4327,tích cực
4330,tích cực
4331,trung tính
4332,trung tính
4334,trung tính
4336,trung tính
4338,tích cực
4339,trung tính
4341,tích cực
4342,tích cực
4346,trung tính
4348,trung tính
4351,trung tính
4356,tích cực
4358,trung tính
4360,trung tính
4363,tích cực
4364,trung tính
4366,trung tính
4368,tích cực
4369,tích cực
4371,tích cực
4373,trung tính
4374,trung tính
4378,trung tính
4379,trung tính
4383,tích cực
4384,tích cực
4385,tích cực
4387,tích cực
4388,trung tính
4391,trung tính
4393,trung tính
4395,tích cực
4401,tích cực
4404,trung tính
4405,trung tính
4406,tích cực
4407,trung tính
4408,trung tính
4413,tích cực
4414,trung tính
4418,tích cực
4421,trung tính
4422,tích cực
4423,trung tính
4428,trung tính
4430,trung tính
4431,trung tính
4433,trung tính
4434,trung tính
